,art_no,art_name,hierarchy_level2_desc,hierarchy_level3_desc,date_of_day,store_count,sold_qty_units,total_cust_count,low_stock_warning,unit_price_weekly,unit_discount_weekly
2327,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-07,53,386.0,232,0,1.29,-0.0
156,13,500g Indian Curry,Spices,Spices I,2019-11-07,62,143.0,116,0,6.59,-0.05
2241,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-07,1,2.0,2,1,4.07,-0.12
2471,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-11-07,37,145.0,63,0,0.46,0.0
896,24,1kg Gnocchi,Extras,Dough,2019-11-07,25,75.0,60,0,2.99,0.0
1636,15,500g Penne,Extras,Dough,2019-11-07,49,274.0,148,0,1.83,-0.01
2118,8,40g Chilli Pepper,Spices,Spices I,2019-11-07,3,4.0,4,0,2.49,0.0
1394,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-14,66,506.0,288,0,2.99,-0.0
2187,8,40g Chilli Pepper,Spices,Spices I,2019-11-14,5,12.0,11,0,2.49,0.0
1599,15,500g Penne,Extras,Dough,2019-11-14,55,264.0,150,0,1.84,-0.0
338,7,30g Bio Thyme,Spices,Spices II,2019-11-14,38,76.0,75,0,2.91,-0.0
862,24,1kg Gnocchi,Extras,Dough,2019-11-14,27,91.0,55,0,2.99,-0.0
665,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-11-14,20,52.0,36,0,13.52,-2.47
2043,19,190g Chilli Flakes,Spices,Spices I,2019-11-14,20,31.0,30,0,6.72,-0.07
70,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-11-14,28,76.0,43,0,0.72,-0.17
1769,4,500g Speciality Pasta,Extras,Dough,2019-11-14,55,260.0,190,0,1.46,-0.01
2529,22,500g Pasta Rigate,Extras,Dough,2019-11-14,31,234.0,153,0,1.88,-0.91
300,6,80g Bio Pepper Whole,Spices,Spices II,2019-11-14,37,80.0,77,0,3.88,-0.0
1927,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-14,58,737.0,312,0,1.86,-0.02
1284,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-11-14,25,78.0,38,0,0.71,-0.18
974,21,80g Granulated Onion,Spices,Spices II,2019-11-14,41,85.0,80,0,2.88,-0.01
1149,12,45g Pasta,Spices,Spices II,2019-11-14,4,6.0,5,0,3.99,0.0
1871,16,500g Spaghetti,Extras,Dough,2019-11-14,59,474.0,244,0,1.82,-0.01
515,9,Spiced Salt for Meat,Spices,Spices I,2019-11-14,4,4.0,4,0,6.99,0.0
1533,11,200g Green Pepper,Spices,Spices I,2019-11-14,25,44.0,36,0,13.49,0.0
1196,5,30g Bio Savoury Spices,Spices,Spices II,2019-11-14,24,31.0,30,0,2.71,-0.01
2348,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-14,55,433.0,215,0,1.28,-0.01
741,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-14,49,303.0,169,0,1.21,-0.0
131,13,500g Indian Curry,Spices,Spices I,2019-11-14,55,125.0,109,0,6.72,0.0
593,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-11-14,31,141.0,54,0,0.64,-0.16
2236,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-14,3,6.0,5,0,4.11,-0.08
2488,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-11-14,17,62.0,22,0,0.82,-0.0
476,9,Spiced Salt for Meat,Spices,Spices I,2019-11-21,8,9.0,9,0,6.99,0.0
1491,11,200g Green Pepper,Spices,Spices I,2019-11-21,37,54.0,51,0,13.39,-0.1
791,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-21,50,300.0,177,0,1.21,-0.0
1003,21,80g Granulated Onion,Spices,Spices II,2019-11-21,36,83.0,78,0,2.88,-0.01
2141,8,40g Chilli Pepper,Spices,Spices I,2019-11-21,3,9.0,8,0,2.46,-0.03
2002,19,190g Chilli Flakes,Spices,Spices I,2019-11-21,25,38.0,34,0,6.79,0.0
1195,5,30g Bio Savoury Spices,Spices,Spices II,2019-11-21,25,38.0,36,0,2.72,-0.0
1619,15,500g Penne,Extras,Dough,2019-11-21,54,523.0,279,0,1.26,-0.58
551,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-11-21,34,132.0,45,0,0.79,-0.01
249,6,80g Bio Pepper Whole,Spices,Spices II,2019-11-21,37,76.0,72,0,3.88,0.0
2582,22,500g Pasta Rigate,Extras,Dough,2019-11-21,33,308.0,129,0,2.66,-0.13
2476,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-11-21,23,65.0,26,0,0.82,-0.0
712,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-11-21,30,55.0,44,0,15.94,-0.05
20,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-11-21,33,116.0,53,0,0.83,0.0
375,7,30g Bio Thyme,Spices,Spices II,2019-11-21,41,93.0,86,0,2.91,-0.0
1429,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-21,66,551.0,300,0,2.99,-0.0
2397,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-21,55,550.0,244,0,1.27,-0.02
1832,16,500g Spaghetti,Extras,Dough,2019-11-21,58,892.0,391,0,1.24,-0.59
182,13,500g Indian Curry,Spices,Spices I,2019-11-21,59,129.0,110,0,6.67,-0.01
895,24,1kg Gnocchi,Extras,Dough,2019-11-21,31,91.0,63,0,2.08,-0.91
1906,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-21,56,726.0,340,0,1.88,-0.01
1727,4,500g Speciality Pasta,Extras,Dough,2019-11-21,56,341.0,242,0,1.02,-0.45
1054,12,45g Pasta,Spices,Spices II,2019-11-21,2,3.0,3,0,3.99,0.0
2233,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-21,5,7.0,6,0,4.15,-0.04
1324,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-11-21,38,134.0,59,0,0.83,0.0
1272,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-11-28,41,151.0,71,0,0.83,0.0
134,13,500g Indian Curry,Spices,Spices I,2019-11-28,63,141.0,119,0,6.8,-0.02
2057,19,190g Chilli Flakes,Spices,Spices I,2019-11-28,17,30.0,28,0,6.78,-0.01
648,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-11-28,28,82.0,54,0,16.27,-0.54
2281,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-28,6,8.0,8,0,4.1,-0.09
262,6,80g Bio Pepper Whole,Spices,Spices II,2019-11-28,39,74.0,65,0,3.86,-0.02
1105,12,45g Pasta,Spices,Spices II,2019-11-28,3,8.0,6,0,3.99,0.0
1782,16,500g Spaghetti,Extras,Dough,2019-11-28,59,614.0,288,0,1.81,-0.02
2324,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-28,54,613.0,305,0,1.28,-0.01
352,7,30g Bio Thyme,Spices,Spices II,2019-11-28,34,75.0,72,0,2.89,-0.02
1922,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-28,56,764.0,391,0,1.85,-0.04
1234,5,30g Bio Savoury Spices,Spices,Spices II,2019-11-28,25,36.0,36,0,2.7,-0.02
890,24,1kg Gnocchi,Extras,Dough,2019-11-28,29,115.0,69,0,2.98,-0.01
36,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-11-28,34,185.0,67,0,0.83,0.0
1707,4,500g Speciality Pasta,Extras,Dough,2019-11-28,60,322.0,232,0,1.46,-0.01
1438,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-28,69,529.0,323,0,2.98,-0.01
1628,15,500g Penne,Extras,Dough,2019-11-28,46,247.0,156,0,1.83,-0.01
1560,11,200g Green Pepper,Spices,Spices I,2019-11-28,33,64.0,54,0,13.48,-0.01
740,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-11-28,54,387.0,254,0,1.2,-0.01
2416,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-11-28,25,108.0,33,0,0.8,-0.0
617,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-11-28,39,256.0,64,0,0.79,-0.0
2593,22,500g Pasta Rigate,Extras,Dough,2019-11-28,35,201.0,132,0,2.77,-0.02
438,9,Spiced Salt for Meat,Spices,Spices I,2019-11-28,6,6.0,6,0,6.99,0.0
966,21,80g Granulated Onion,Spices,Spices II,2019-11-28,43,91.0,85,0,2.88,-0.01
2109,8,40g Chilli Pepper,Spices,Spices I,2019-11-28,6,13.0,13,0,2.49,0.0
197,13,500g Indian Curry,Spices,Spices I,2019-12-05,63,169.0,143,0,6.71,-0.0
649,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-05,33,64.0,54,0,16.58,-0.41
2164,8,40g Chilli Pepper,Spices,Spices I,2019-12-05,2,3.0,3,0,2.44,-0.05
2314,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-05,53,510.0,272,0,1.28,-0.01
625,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-12-05,34,201.0,53,0,0.78,-0.0
1706,4,500g Speciality Pasta,Extras,Dough,2019-12-05,64,1664.0,979,0,0.76,-0.0
471,9,Spiced Salt for Meat,Spices,Spices I,2019-12-05,10,12.0,12,0,6.99,0.0
1088,12,45g Pasta,Spices,Spices II,2019-12-05,5,7.0,7,0,3.99,0.0
1936,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-05,55,795.0,381,0,1.86,-0.03
301,6,80g Bio Pepper Whole,Spices,Spices II,2019-12-05,38,97.0,91,0,3.87,-0.01
947,21,80g Granulated Onion,Spices,Spices II,2019-12-05,45,114.0,107,0,2.89,-0.0
2472,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-12-05,42,175.0,76,0,0.46,0.0
1461,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-05,70,539.0,309,0,2.98,-0.01
1183,5,30g Bio Savoury Spices,Spices,Spices II,2019-12-05,29,45.0,40,0,2.71,-0.01
1795,16,500g Spaghetti,Extras,Dough,2019-12-05,60,697.0,355,0,1.84,-0.01
749,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-05,53,293.0,205,0,1.2,-0.01
1602,15,500g Penne,Extras,Dough,2019-12-05,46,442.0,259,0,1.84,-0.01
934,24,1kg Gnocchi,Extras,Dough,2019-12-05,30,118.0,82,0,2.99,-0.0
400,7,30g Bio Thyme,Spices,Spices II,2019-12-05,43,105.0,103,0,2.9,-0.01
82,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-05,44,184.0,75,0,0.89,-0.0
2567,22,500g Pasta Rigate,Extras,Dough,2019-12-05,34,284.0,153,0,2.79,-0.0
2292,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-05,9,16.0,12,0,4.17,-0.02
2056,19,190g Chilli Flakes,Spices,Spices I,2019-12-05,24,46.0,36,0,6.79,0.0
1350,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-12-05,33,109.0,51,0,0.88,-0.01
1498,11,200g Green Pepper,Spices,Spices I,2019-12-05,32,57.0,49,0,13.46,-0.03
2328,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-12,55,441.0,267,0,1.29,-0.0
817,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-12,55,315.0,229,0,1.2,-0.01
687,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-12,33,76.0,66,0,16.87,-0.12
42,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-12,47,253.0,104,0,0.88,-0.01
2531,22,500g Pasta Rigate,Extras,Dough,2019-12-12,33,336.0,241,0,2.78,-0.01
1077,12,45g Pasta,Spices,Spices II,2019-12-12,4,15.0,12,0,3.97,-0.02
1567,11,200g Green Pepper,Spices,Spices I,2019-12-12,43,79.0,72,0,13.49,0.0
1717,4,500g Speciality Pasta,Extras,Dough,2019-12-12,61,479.0,352,0,1.48,-0.01
509,9,Spiced Salt for Meat,Spices,Spices I,2019-12-12,14,15.0,14,0,6.99,0.0
1342,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-12-12,41,172.0,72,0,0.89,-0.0
2426,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-12-12,25,69.0,30,0,0.82,0.0
205,13,500g Indian Curry,Spices,Spices I,2019-12-12,63,180.0,167,0,6.71,0.0
849,24,1kg Gnocchi,Extras,Dough,2019-12-12,29,148.0,95,0,2.99,-0.0
1034,21,80g Granulated Onion,Spices,Spices II,2019-12-12,43,128.0,121,0,2.87,-0.02
1941,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-12,56,717.0,382,0,1.89,-0.0
564,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-12-12,54,623.0,192,0,0.46,0.0
405,7,30g Bio Thyme,Spices,Spices II,2019-12-12,52,176.0,170,0,2.91,-0.0
2134,8,40g Chilli Pepper,Spices,Spices I,2019-12-12,4,12.0,12,0,2.49,0.0
1199,5,30g Bio Savoury Spices,Spices,Spices II,2019-12-12,27,46.0,43,0,2.72,0.0
1657,15,500g Penne,Extras,Dough,2019-12-12,57,381.0,199,0,1.8,-0.05
2252,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-12,7,13.0,13,0,4.19,0.0
245,6,80g Bio Pepper Whole,Spices,Spices II,2019-12-12,44,157.0,142,0,3.88,-0.0
1815,16,500g Spaghetti,Extras,Dough,2019-12-12,59,738.0,355,0,1.85,-0.0
2050,19,190g Chilli Flakes,Spices,Spices I,2019-12-12,24,45.0,41,0,6.79,0.0
1368,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-12,66,529.0,314,0,2.99,-0.0
9,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-19,48,348.0,152,0,0.87,-0.02
1247,5,30g Bio Savoury Spices,Spices,Spices II,2019-12-19,21,27.0,27,0,2.71,-0.01
1688,4,500g Speciality Pasta,Extras,Dough,2019-12-19,63,547.0,424,0,1.48,-0.01
1085,12,45g Pasta,Spices,Spices II,2019-12-19,6,25.0,15,0,3.99,0.0
1574,15,500g Penne,Extras,Dough,2019-12-19,52,316.0,199,0,1.85,-0.0
783,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-19,54,324.0,248,0,1.2,-0.01
614,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-12-19,49,284.0,103,0,0.8,-0.01
445,9,Spiced Salt for Meat,Spices,Spices I,2019-12-19,17,20.0,20,0,6.99,0.0
1463,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-19,69,645.0,414,0,2.98,-0.01
655,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-19,31,53.0,47,0,16.7,-0.29
377,7,30g Bio Thyme,Spices,Spices II,2019-12-19,54,247.0,242,0,2.89,-0.02
1569,11,200g Green Pepper,Spices,Spices I,2019-12-19,42,81.0,69,0,13.46,-0.03
1826,16,500g Spaghetti,Extras,Dough,2019-12-19,56,558.0,325,0,1.84,-0.01
1288,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-12-19,46,181.0,87,0,0.88,-0.01
1008,21,80g Granulated Onion,Spices,Spices II,2019-12-19,51,195.0,189,0,2.88,-0.01
158,13,500g Indian Curry,Spices,Spices I,2019-12-19,58,139.0,129,0,6.68,-0.02
1938,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-19,56,901.0,493,0,1.88,-0.01
846,24,1kg Gnocchi,Extras,Dough,2019-12-19,27,130.0,89,0,2.98,-0.01
2254,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-19,6,8.0,8,0,4.16,-0.03
2487,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-12-19,20,73.0,29,0,0.81,-0.01
2165,8,40g Chilli Pepper,Spices,Spices I,2019-12-19,4,5.0,5,0,2.46,-0.03
2532,22,500g Pasta Rigate,Extras,Dough,2019-12-19,35,467.0,336,0,1.88,-0.91
2305,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-19,55,533.0,332,0,1.28,-0.01
237,6,80g Bio Pepper Whole,Spices,Spices II,2019-12-19,53,251.0,238,0,3.86,-0.02
2045,19,190g Chilli Flakes,Spices,Spices I,2019-12-19,21,28.0,27,0,6.79,0.0
636,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-26,24,37.0,34,0,16.67,-0.32
89,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2019-12-26,28,101.0,50,0,0.89,-0.0
2399,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-26,48,185.0,127,0,1.28,-0.01
2040,19,190g Chilli Flakes,Spices,Spices I,2019-12-26,14,17.0,17,0,6.67,-0.12
548,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2019-12-26,29,117.0,43,0,0.78,-0.0
1948,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-26,48,331.0,158,0,1.78,-0.11
1593,15,500g Penne,Extras,Dough,2019-12-26,47,150.0,115,0,1.85,-0.0
1337,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2019-12-26,22,55.0,31,0,0.89,-0.0
1736,4,500g Speciality Pasta,Extras,Dough,2019-12-26,61,365.0,276,0,1.48,-0.01
997,21,80g Granulated Onion,Spices,Spices II,2019-12-26,50,164.0,159,0,2.88,-0.01
1361,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-26,50,186.0,109,0,2.99,-0.0
2208,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-26,1,1.0,1,1,4.19,0.0
2195,8,40g Chilli Pepper,Spices,Spices I,2019-12-26,4,14.0,12,0,2.49,0.0
165,13,500g Indian Curry,Spices,Spices I,2019-12-26,52,100.0,83,0,6.65,-0.07
302,6,80g Bio Pepper Whole,Spices,Spices II,2019-12-26,36,102.0,97,0,3.87,-0.01
829,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2019-12-26,34,68.0,57,0,1.21,-0.0
508,9,Spiced Salt for Meat,Spices,Spices I,2019-12-26,10,10.0,10,0,6.99,0.0
1209,5,30g Bio Savoury Spices,Spices,Spices II,2019-12-26,10,11.0,11,1,2.72,0.0
840,24,1kg Gnocchi,Extras,Dough,2019-12-26,27,100.0,68,0,2.98,-0.01
1073,12,45g Pasta,Spices,Spices II,2019-12-26,5,8.0,7,0,3.99,0.0
2605,22,500g Pasta Rigate,Extras,Dough,2019-12-26,31,308.0,189,0,1.88,-0.91
315,7,30g Bio Thyme,Spices,Spices II,2019-12-26,36,76.0,76,0,2.9,-0.01
1827,16,500g Spaghetti,Extras,Dough,2019-12-26,57,418.0,241,0,1.84,-0.01
2489,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2019-12-26,21,80.0,24,0,0.66,-0.16
1489,11,200g Green Pepper,Spices,Spices I,2019-12-26,29,51.0,48,0,13.36,-0.13
1265,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-01-02,24,75.0,33,0,0.88,-0.01
734,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-01-02,23,54.0,43,0,16.91,-0.08
861,24,1kg Gnocchi,Extras,Dough,2020-01-02,22,54.0,43,0,2.99,0.0
2492,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-01-02,39,164.0,73,0,0.46,0.0
1692,4,500g Speciality Pasta,Extras,Dough,2020-01-02,53,242.0,169,0,1.49,-0.0
595,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-01-02,26,69.0,34,0,0.79,-0.0
2126,8,40g Chilli Pepper,Spices,Spices I,2020-01-02,1,1.0,1,1,2.49,0.0
1250,5,30g Bio Savoury Spices,Spices,Spices II,2020-01-02,7,11.0,11,1,2.72,0.0
1606,15,500g Penne,Extras,Dough,2020-01-02,48,275.0,139,0,1.84,-0.01
193,13,500g Indian Curry,Spices,Spices I,2020-01-02,53,107.0,92,0,6.78,-0.01
1401,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-02,44,125.0,65,0,2.99,0.0
2365,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-02,42,167.0,90,0,1.24,-0.05
2257,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-02,3,3.0,3,0,4.19,0.0
1891,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-02,35,140.0,62,0,1.83,-0.06
1499,11,200g Green Pepper,Spices,Spices I,2020-01-02,18,34.0,27,0,13.45,-0.04
764,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-02,39,99.0,70,0,1.21,-0.0
496,9,Spiced Salt for Meat,Spices,Spices I,2020-01-02,10,16.0,10,0,6.99,0.0
2006,19,190g Chilli Flakes,Spices,Spices I,2020-01-02,18,24.0,24,0,6.79,0.0
1095,12,45g Pasta,Spices,Spices II,2020-01-02,3,7.0,7,0,3.99,0.0
332,7,30g Bio Thyme,Spices,Spices II,2020-01-02,30,49.0,44,0,2.91,0.0
1813,16,500g Spaghetti,Extras,Dough,2020-01-02,61,428.0,244,0,1.84,-0.01
68,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-01-02,23,79.0,36,0,0.89,-0.0
1048,21,80g Granulated Onion,Spices,Spices II,2020-01-02,36,65.0,59,0,2.87,-0.02
307,6,80g Bio Pepper Whole,Spices,Spices II,2020-01-02,33,65.0,63,0,3.87,-0.01
2562,22,500g Pasta Rigate,Extras,Dough,2020-01-02,30,213.0,112,0,2.74,-0.05
1767,4,500g Speciality Pasta,Extras,Dough,2020-01-09,53,236.0,150,0,1.48,-0.01
2566,22,500g Pasta Rigate,Extras,Dough,2020-01-09,30,180.0,107,0,2.78,-0.01
969,21,80g Granulated Onion,Spices,Spices II,2020-01-09,37,70.0,66,0,2.87,-0.02
1632,15,500g Penne,Extras,Dough,2020-01-09,52,244.0,130,0,1.85,-0.0
1111,12,45g Pasta,Spices,Spices II,2020-01-09,3,4.0,4,0,3.99,0.0
1824,16,500g Spaghetti,Extras,Dough,2020-01-09,56,410.0,218,0,1.84,-0.01
1914,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-09,34,157.0,67,0,1.5,-0.39
618,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-01-09,25,94.0,37,0,0.79,-0.01
755,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-09,31,64.0,45,0,1.2,-0.01
1536,11,200g Green Pepper,Spices,Spices I,2020-01-09,25,36.0,33,0,13.49,0.0
2363,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-09,49,208.0,105,0,1.28,-0.01
1439,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-09,36,118.0,64,0,2.98,-0.01
918,24,1kg Gnocchi,Extras,Dough,2020-01-09,23,111.0,56,0,2.99,-0.0
666,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-01-09,22,49.0,43,0,16.86,-0.13
1217,5,30g Bio Savoury Spices,Spices,Spices II,2020-01-09,6,9.0,8,1,2.72,0.0
490,9,Spiced Salt for Meat,Spices,Spices I,2020-01-09,5,6.0,5,0,6.99,0.0
115,13,500g Indian Curry,Spices,Spices I,2020-01-09,48,107.0,86,0,6.69,-0.01
2245,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-09,5,11.0,5,0,4.19,0.0
398,7,30g Bio Thyme,Spices,Spices II,2020-01-09,28,49.0,46,0,2.89,-0.02
2098,8,40g Chilli Pepper,Spices,Spices I,2020-01-09,4,6.0,6,0,2.08,-0.41
257,6,80g Bio Pepper Whole,Spices,Spices II,2020-01-09,29,48.0,46,0,3.88,-0.0
1346,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-01-09,22,57.0,29,0,0.88,-0.01
2424,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-01-09,14,37.0,17,0,0.8,-0.01
1999,19,190g Chilli Flakes,Spices,Spices I,2020-01-09,19,29.0,25,0,6.79,0.0
80,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-01-09,19,45.0,22,0,0.89,0.0
587,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-01-16,40,216.0,69,0,0.46,0.0
224,6,80g Bio Pepper Whole,Spices,Spices II,2020-01-16,32,63.0,62,0,3.87,-0.01
2435,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-01-16,22,72.0,25,0,0.81,-0.0
449,9,Spiced Salt for Meat,Spices,Spices I,2020-01-16,4,4.0,4,0,6.99,0.0
1817,16,500g Spaghetti,Extras,Dough,2020-01-16,57,484.0,249,0,1.84,-0.01
1522,11,200g Green Pepper,Spices,Spices I,2020-01-16,32,48.0,42,0,13.49,0.0
2214,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-16,6,8.0,8,0,4.16,-0.03
174,13,500g Indian Curry,Spices,Spices I,2020-01-16,46,88.0,77,0,6.68,-0.01
101,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-01-16,22,98.0,35,0,0.89,0.0
1260,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-01-16,33,127.0,47,0,0.89,0.0
1983,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-16,42,140.0,81,0,1.88,-0.01
758,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-01-16,33,93.0,60,0,1.2,-0.01
884,24,1kg Gnocchi,Extras,Dough,2020-01-16,24,58.0,40,0,2.99,0.0
1072,12,45g Pasta,Spices,Spices II,2020-01-16,4,9.0,9,0,3.99,0.0
1165,5,30g Bio Savoury Spices,Spices,Spices II,2020-01-16,4,6.0,5,1,2.72,0.0
2051,19,190g Chilli Flakes,Spices,Spices I,2020-01-16,19,29.0,21,0,6.79,0.0
396,7,30g Bio Thyme,Spices,Spices II,2020-01-16,30,47.0,46,0,2.91,-0.0
1695,4,500g Speciality Pasta,Extras,Dough,2020-01-16,56,266.0,175,0,1.49,-0.0
2569,22,500g Pasta Rigate,Extras,Dough,2020-01-16,31,228.0,132,0,2.77,-0.02
697,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-01-16,25,44.0,42,0,16.98,-0.01
2102,8,40g Chilli Pepper,Spices,Spices I,2020-01-16,1,1.0,1,1,2.49,0.0
